1,-1,160,364,91,164,0.93,2,-1,-1
1,-1,236,139,57,76,0.91,7,-1,-1
1,-1,473,320,48,46,0.90,2,-1,-1
1,-1,374,162,24,30,0.88,2,-1,-1
1,-1,301,165,22,26,0.88,2,-1,-1
1,-1,379,121,15,14,0.87,2,-1,-1
1,-1,330,94,10,11,0.78,2,-1,-1
2,-1,232,142,59,79,0.91,7,-1,-1
2,-1,464,298,44,42,0.91,2,-1,-1
2,-1,373,159,23,28,0.90,2,-1,-1
2,-1,300,169,22,26,0.89,2,-1,-1
2,-1,379,120,16,13,0.86,2,-1,-1
2,-1,330,94,10,11,0.78,2,-1,-1
3,-1,230,143,60,80,0.92,7,-1,-1
3,-1,457,285,42,40,0.90,2,-1,-1
3,-1,372,156,23,27,0.88,2,-1,-1
3,-1,298,172,22,27,0.88,2,-1,-1
3,-1,378,119,15,13,0.83,2,-1,-1
3,-1,329,95,10,11,0.74,2,-1,-1
4,-1,224,146,64,84,0.92,7,-1,-1
4,-1,450,268,38,36,0.89,2,-1,-1
4,-1,372,152,22,26,0.89,2,-1,-1
4,-1,296,176,24,28,0.87,2,-1,-1
4,-1,377,118,16,13,0.83,2,-1,-1
4,-1,329,95,10,11,0.75,2,-1,-1
5,-1,221,146,66,87,0.91,7,-1,-1
5,-1,446,258,36,35,0.90,2,-1,-1
5,-1,296,178,24,29,0.88,2,-1,-1
5,-1,370,150,22,26,0.87,2,-1,-1
5,-1,377,117,15,12,0.84,2,-1,-1
5,-1,328,96,11,12,0.81,2,-1,-1
6,-1,217,148,68,90,0.92,7,-1,-1
6,-1,440,246,33,32,0.88,2,-1,-1
6,-1,293,183,25,30,0.88,2,-1,-1
6,-1,370,147,21,26,0.87,2,-1,-1
6,-1,376,116,15,12,0.84,2,-1,-1
6,-1,329,97,10,12,0.82,2,-1,-1
7,-1,214,150,70,94,0.92,7,-1,-1
7,-1,292,187,25,31,0.90,2,-1,-1
7,-1,436,238,32,30,0.89,2,-1,-1
7,-1,370,145,20,25,0.88,2,-1,-1
7,-1,376,114,15,13,0.85,2,-1,-1
7,-1,328,97,10,12,0.82,2,-1,-1
8,-1,208,152,74,98,0.93,7,-1,-1
8,-1,290,192,26,33,0.89,2,-1,-1
8,-1,431,227,31,29,0.89,2,-1,-1
8,-1,370,142,20,24,0.86,2,-1,-1
8,-1,375,114,14,12,0.85,2,-1,-1
8,-1,328,98,10,12,0.82,2,-1,-1
9,-1,205,155,75,100,0.93,7,-1,-1
9,-1,287,195,28,35,0.90,2,-1,-1
9,-1,369,140,20,23,0.88,2,-1,-1
9,-1,429,221,28,28,0.87,2,-1,-1
9,-1,376,114,13,12,0.84,2,-1,-1
9,-1,328,98,10,12,0.82,2,-1,-1
10,-1,199,158,78,106,0.93,7,-1,-1
10,-1,284,202,28,36,0.89,2,-1,-1
10,-1,368,137,19,22,0.89,2,-1,-1
10,-1,424,213,27,26,0.88,2,-1,-1
10,-1,328,99,10,12,0.79,2,-1,-1
10,-1,375,112,12,12,0.74,2,-1,-1
11,-1,194,159,81,110,0.93,7,-1,-1
11,-1,282,206,29,37,0.89,2,-1,-1
11,-1,422,208,27,25,0.88,2,-1,-1
11,-1,368,136,19,22,0.86,2,-1,-1
11,-1,328,100,10,12,0.81,2,-1,-1
11,-1,376,111,13,12,0.73,2,-1,-1
12,-1,188,162,84,116,0.93,7,-1,-1
12,-1,280,214,30,38,0.90,2,-1,-1
12,-1,418,200,25,24,0.88,2,-1,-1
12,-1,368,134,18,22,0.86,2,-1,-1
12,-1,327,101,11,13,0.79,2,-1,-1
12,-1,374,110,12,12,0.75,2,-1,-1
13,-1,182,161,88,124,0.92,7,-1,-1
13,-1,277,218,31,41,0.90,2,-1,-1
13,-1,367,132,18,22,0.88,2,-1,-1
13,-1,416,196,25,24,0.87,2,-1,-1
13,-1,374,109,12,12,0.86,2,-1,-1
13,-1,327,102,11,12,0.83,2,-1,-1
14,-1,174,168,94,128,0.92,7,-1,-1
14,-1,273,227,33,43,0.90,2,-1,-1
14,-1,366,130,18,21,0.87,2,-1,-1
14,-1,414,189,23,22,0.87,2,-1,-1
14,-1,326,102,12,13,0.85,2,-1,-1
14,-1,374,108,13,12,0.82,2,-1,-1
15,-1,168,170,98,134,0.92,7,-1,-1
15,-1,270,233,34,46,0.90,2,-1,-1
15,-1,412,186,23,22,0.89,2,-1,-1
15,-1,366,128,17,20,0.85,2,-1,-1
15,-1,326,103,12,13,0.84,2,-1,-1
15,-1,374,107,12,12,0.80,2,-1,-1
16,-1,159,174,104,142,0.93,7,-1,-1
16,-1,265,242,37,49,0.91,2,-1,-1
16,-1,409,180,22,21,0.87,2,-1,-1
16,-1,366,127,16,20,0.86,2,-1,-1
16,-1,326,104,12,13,0.85,2,-1,-1
16,-1,373,107,12,11,0.79,2,-1,-1
17,-1,153,177,108,148,0.93,7,-1,-1
17,-1,262,250,38,52,0.90,2,-1,-1
17,-1,407,177,21,20,0.87,2,-1,-1
17,-1,366,125,16,20,0.87,2,-1,-1
17,-1,326,105,12,13,0.85,2,-1,-1
17,-1,372,106,12,11,0.72,2,-1,-1
18,-1,142,182,115,159,0.92,7,-1,-1
18,-1,256,263,40,56,0.91,2,-1,-1
18,-1,405,172,21,20,0.88,2,-1,-1
18,-1,366,123,16,19,0.87,2,-1,-1
18,-1,325,106,12,14,0.85,2,-1,-1
18,-1,372,105,12,10,0.49,2,-1,-1
19,-1,134,185,120,167,0.93,7,-1,-1
19,-1,251,272,43,60,0.92,2,-1,-1
19,-1,403,169,21,19,0.88,2,-1,-1
19,-1,365,122,16,19,0.87,2,-1,-1
19,-1,324,107,12,14,0.84,2,-1,-1
19,-1,372,104,12,10,0.45,2,-1,-1
20,-1,244,288,46,65,0.93,2,-1,-1
20,-1,120,189,131,182,0.92,7,-1,-1
20,-1,364,120,15,19,0.87,2,-1,-1
20,-1,401,165,21,19,0.87,2,-1,-1
20,-1,324,108,13,14,0.85,2,-1,-1
20,-1,372,104,11,10,0.26,2,-1,-1
21,-1,112,192,137,192,0.93,7,-1,-1
21,-1,238,300,48,69,0.92,2,-1,-1
21,-1,400,162,20,19,0.88,2,-1,-1
21,-1,364,119,15,18,0.88,2,-1,-1
21,-1,324,108,12,14,0.84,2,-1,-1
21,-1,372,103,11,10,0.13,2,-1,-1
22,-1,229,319,52,76,0.92,2,-1,-1
22,-1,96,198,147,209,0.91,7,-1,-1
22,-1,363,117,16,18,0.87,2,-1,-1
22,-1,399,158,18,18,0.87,2,-1,-1
22,-1,323,110,13,14,0.84,2,-1,-1
23,-1,222,334,54,82,0.92,2,-1,-1
23,-1,84,203,156,220,0.92,7,-1,-1
23,-1,363,116,16,18,0.86,2,-1,-1
23,-1,398,156,18,18,0.86,2,-1,-1
23,-1,323,111,13,14,0.84,2,-1,-1
24,-1,209,358,60,94,0.93,2,-1,-1
24,-1,65,209,169,242,0.89,7,-1,-1
24,-1,396,152,18,18,0.88,2,-1,-1
24,-1,363,114,15,18,0.85,2,-1,-1
24,-1,322,112,14,15,0.85,2,-1,-1
