1,-1,241,283,27,37,0.90,2,-1,-1
1,-1,328,184,28,47,0.90,7,-1,-1
1,-1,246,217,17,20,0.85,2,-1,-1
1,-1,282,182,13,13,0.83,2,-1,-1
2,-1,237,294,28,40,0.89,2,-1,-1
2,-1,326,183,27,46,0.89,7,-1,-1
2,-1,246,219,17,21,0.86,2,-1,-1
2,-1,282,182,12,13,0.83,2,-1,-1
3,-1,234,302,30,42,0.89,2,-1,-1
3,-1,326,182,27,45,0.89,7,-1,-1
3,-1,244,222,17,20,0.87,2,-1,-1
3,-1,281,183,13,14,0.83,2,-1,-1
4,-1,230,314,32,48,0.91,2,-1,-1
4,-1,325,180,26,44,0.89,7,-1,-1
4,-1,242,224,17,21,0.86,2,-1,-1
4,-1,282,184,12,14,0.86,2,-1,-1
5,-1,226,323,34,51,0.90,2,-1,-1
5,-1,325,180,25,44,0.88,7,-1,-1
5,-1,241,227,18,21,0.87,2,-1,-1
5,-1,281,185,13,14,0.87,2,-1,-1
6,-1,221,339,36,57,0.91,2,-1,-1
6,-1,324,178,25,42,0.89,7,-1,-1
6,-1,280,186,14,15,0.88,2,-1,-1
6,-1,240,230,18,22,0.86,2,-1,-1
7,-1,216,352,38,62,0.92,2,-1,-1
7,-1,324,177,25,42,0.89,7,-1,-1
7,-1,280,187,14,16,0.87,2,-1,-1
7,-1,238,233,18,22,0.86,2,-1,-1
8,-1,209,373,42,72,0.93,2,-1,-1
8,-1,323,176,24,40,0.88,7,-1,-1
8,-1,237,236,18,23,0.87,2,-1,-1
8,-1,279,189,14,15,0.86,2,-1,-1
9,-1,202,390,46,80,0.92,2,-1,-1
9,-1,322,175,24,38,0.88,7,-1,-1
9,-1,278,190,14,15,0.85,2,-1,-1
9,-1,235,238,18,24,0.85,2,-1,-1
10,-1,192,419,52,94,0.91,2,-1,-1
10,-1,233,242,18,25,0.89,2,-1,-1
10,-1,322,174,24,38,0.87,7,-1,-1
10,-1,278,193,14,14,0.86,2,-1,-1
11,-1,182,444,58,72,0.89,2,-1,-1
11,-1,322,174,23,37,0.88,7,-1,-1
11,-1,278,193,14,14,0.87,2,-1,-1
11,-1,231,245,20,25,0.86,2,-1,-1
12,-1,228,250,20,26,0.88,2,-1,-1
12,-1,277,194,14,16,0.88,2,-1,-1
12,-1,322,173,22,37,0.87,7,-1,-1
12,-1,174,487,56,30,0.85,2,-1,-1
13,-1,321,172,22,36,0.88,7,-1,-1
13,-1,276,196,14,16,0.87,2,-1,-1
13,-1,226,253,22,27,0.87,2,-1,-1
14,-1,321,170,22,36,0.88,7,-1,-1
14,-1,224,258,22,28,0.87,2,-1,-1
14,-1,276,198,14,16,0.87,2,-1,-1
15,-1,320,170,22,35,0.88,7,-1,-1
15,-1,221,261,22,30,0.88,2,-1,-1
15,-1,275,200,15,16,0.86,2,-1,-1
16,-1,218,266,23,31,0.89,2,-1,-1
16,-1,320,169,21,34,0.89,7,-1,-1
16,-1,274,202,15,16,0.87,2,-1,-1
17,-1,320,168,21,34,0.89,7,-1,-1
17,-1,216,270,24,33,0.87,2,-1,-1
17,-1,274,202,15,17,0.86,2,-1,-1
18,-1,211,278,26,34,0.89,2,-1,-1
18,-1,319,168,21,34,0.88,7,-1,-1
