1,-1,340,100,13,13,0.86,2,-1,-1
1,-1,304,85,11,10,0.79,2,-1,-1
1,-1,363,64,8,10,0.14,2,-1,-1
2,-1,340,99,12,13,0.87,2,-1,-1
2,-1,304,86,11,10,0.79,2,-1,-1
2,-1,363,64,8,10,0.13,2,-1,-1
3,-1,340,97,12,12,0.85,2,-1,-1
3,-1,303,87,10,10,0.77,2,-1,-1
4,-1,340,97,12,12,0.85,2,-1,-1
4,-1,302,88,11,10,0.75,2,-1,-1
5,-1,340,95,12,12,0.82,2,-1,-1
5,-1,302,89,11,10,0.79,2,-1,-1
6,-1,340,94,12,12,0.83,2,-1,-1
6,-1,301,90,11,10,0.79,2,-1,-1
7,-1,340,92,12,12,0.83,2,-1,-1
7,-1,300,91,12,11,0.80,2,-1,-1
8,-1,340,91,11,12,0.84,2,-1,-1
8,-1,300,92,12,12,0.79,2,-1,-1
9,-1,340,90,11,12,0.83,2,-1,-1
9,-1,298,93,12,12,0.76,2,-1,-1
10,-1,340,90,11,11,0.83,2,-1,-1
10,-1,298,93,12,12,0.78,2,-1,-1
11,-1,297,94,13,13,0.80,2,-1,-1
11,-1,340,88,11,11,0.77,2,-1,-1
12,-1,296,96,13,13,0.81,2,-1,-1
12,-1,339,86,11,12,0.78,2,-1,-1
13,-1,296,97,13,12,0.84,2,-1,-1
13,-1,339,86,11,11,0.77,2,-1,-1
14,-1,295,98,12,13,0.86,2,-1,-1
14,-1,339,85,11,11,0.77,2,-1,-1
15,-1,294,100,13,13,0.86,2,-1,-1
15,-1,339,84,10,11,0.78,2,-1,-1
16,-1,293,100,13,13,0.85,2,-1,-1
16,-1,340,84,10,11,0.76,2,-1,-1
17,-1,292,102,13,14,0.83,2,-1,-1
17,-1,340,82,10,10,0.78,2,-1,-1
18,-1,292,103,13,14,0.82,2,-1,-1
18,-1,340,82,10,10,0.77,2,-1,-1
19,-1,290,105,14,14,0.83,2,-1,-1
19,-1,340,82,10,10,0.76,2,-1,-1
20,-1,290,106,14,14,0.83,2,-1,-1
20,-1,340,81,10,10,0.72,2,-1,-1
21,-1,288,108,15,15,0.84,2,-1,-1
21,-1,340,80,10,10,0.68,2,-1,-1
22,-1,287,109,14,15,0.83,2,-1,-1
22,-1,341,80,10,9,0.68,2,-1,-1
23,-1,286,111,15,16,0.84,2,-1,-1
23,-1,342,79,9,9,0.70,2,-1,-1
24,-1,286,113,15,15,0.86,2,-1,-1
24,-1,342,79,9,10,0.73,2,-1,-1
25,-1,285,114,14,16,0.87,2,-1,-1
25,-1,342,78,9,9,0.66,2,-1,-1
26,-1,284,116,15,16,0.86,2,-1,-1
26,-1,342,77,9,9,0.71,2,-1,-1
27,-1,282,120,16,16,0.85,2,-1,-1
27,-1,342,76,9,9,0.71,2,-1,-1
28,-1,280,122,16,16,0.85,2,-1,-1
28,-1,342,76,9,9,0.70,2,-1,-1
29,-1,280,124,16,17,0.84,2,-1,-1
29,-1,344,76,8,8,0.70,2,-1,-1
30,-1,278,128,16,16,0.86,2,-1,-1
30,-1,344,75,8,8,0.55,2,-1,-1
31,-1,277,129,17,17,0.88,2,-1,-1
31,-1,344,75,8,8,0.54,2,-1,-1
32,-1,276,131,17,18,0.87,2,-1,-1
32,-1,344,75,8,8,0.17,2,-1,-1
33,-1,275,135,17,18,0.87,2,-1,-1
33,-1,345,73,8,8,0.15,2,-1,-1
34,-1,274,137,17,18,0.87,2,-1,-1
34,-1,346,73,8,8,0.18,2,-1,-1
35,-1,272,141,18,18,0.86,2,-1,-1
35,-1,346,73,7,8,0.29,2,-1,-1
36,-1,270,144,18,19,0.86,2,-1,-1
36,-1,346,73,8,8,0.17,2,-1,-1
37,-1,269,148,19,20,0.87,2,-1,-1
37,-1,347,72,8,8,0.24,2,-1,-1
38,-1,268,150,20,22,0.87,2,-1,-1
38,-1,347,72,8,8,0.21,2,-1,-1
39,-1,266,154,20,22,0.87,2,-1,-1
40,-1,264,159,21,23,0.86,2,-1,-1
40,-1,350,70,7,7,0.14,2,-1,-1
41,-1,262,163,21,24,0.88,2,-1,-1
41,-1,350,70,7,7,0.20,2,-1,-1
42,-1,260,168,22,24,0.86,2,-1,-1
42,-1,350,70,7,7,0.24,2,-1,-1
43,-1,258,171,22,28,0.86,2,-1,-1
43,-1,322,75,9,8,0.39,2,-1,-1
43,-1,352,69,7,6,0.14,2,-1,-1
44,-1,256,177,24,28,0.85,2,-1,-1
44,-1,322,75,9,8,0.43,2,-1,-1
44,-1,352,69,6,7,0.13,2,-1,-1
45,-1,254,184,24,28,0.87,2,-1,-1
45,-1,320,77,9,9,0.54,2,-1,-1
45,-1,352,68,7,7,0.18,2,-1,-1
46,-1,490,374,115,160,0.89,7,-1,-1
46,-1,249,190,28,28,0.88,2,-1,-1
46,-1,321,77,9,9,0.57,2,-1,-1
46,-1,353,68,7,7,0.16,2,-1,-1
47,-1,473,338,134,195,0.92,7,-1,-1
47,-1,246,197,29,32,0.86,2,-1,-1
47,-1,320,78,9,9,0.62,2,-1,-1
48,-1,466,318,121,185,0.93,7,-1,-1
48,-1,243,203,30,34,0.85,2,-1,-1
48,-1,319,79,9,9,0.60,2,-1,-1
49,-1,454,296,106,161,0.91,7,-1,-1
49,-1,239,214,29,35,0.88,2,-1,-1
49,-1,318,80,10,9,0.64,2,-1,-1
49,-1,356,66,7,8,0.20,2,-1,-1
50,-1,448,280,98,152,0.92,7,-1,-1
50,-1,236,220,30,38,0.88,2,-1,-1
50,-1,318,80,9,10,0.61,2,-1,-1
50,-1,356,66,7,8,0.19,2,-1,-1
51,-1,439,259,86,140,0.92,7,-1,-1
51,-1,230,234,32,40,0.89,2,-1,-1
51,-1,316,82,9,10,0.65,2,-1,-1
52,-1,434,252,81,128,0.92,7,-1,-1
52,-1,226,242,33,44,0.90,2,-1,-1
52,-1,316,82,9,10,0.70,2,-1,-1
53,-1,426,235,75,118,0.92,7,-1,-1
53,-1,218,257,36,48,0.89,2,-1,-1
53,-1,315,82,10,11,0.77,2,-1,-1
54,-1,422,226,70,113,0.92,7,-1,-1
54,-1,213,270,38,51,0.89,2,-1,-1
54,-1,314,84,10,10,0.68,2,-1,-1
55,-1,417,212,65,108,0.92,7,-1,-1
55,-1,202,288,43,58,0.90,2,-1,-1
55,-1,314,84,10,10,0.78,2,-1,-1
56,-1,195,304,45,62,0.91,2,-1,-1
56,-1,414,206,61,102,0.91,7,-1,-1
56,-1,313,86,11,10,0.80,2,-1,-1
57,-1,409,197,57,96,0.91,7,-1,-1
57,-1,182,331,51,71,0.90,2,-1,-1
57,-1,312,87,11,11,0.79,2,-1,-1
58,-1,407,190,54,92,0.90,7,-1,-1
58,-1,169,352,56,78,0.90,2,-1,-1
58,-1,312,87,11,12,0.78,2,-1,-1
59,-1,149,388,65,94,0.92,2,-1,-1
59,-1,403,182,52,88,0.90,7,-1,-1
59,-1,311,88,11,12,0.80,2,-1,-1
60,-1,132,416,72,109,0.92,2,-1,-1
60,-1,400,176,50,85,0.90,7,-1,-1
60,-1,311,89,11,12,0.82,2,-1,-1
61,-1,395,166,46,78,0.90,7,-1,-1
61,-1,310,91,12,14,0.84,2,-1,-1
62,-1,394,164,45,76,0.90,7,-1,-1
62,-1,310,91,12,14,0.85,2,-1,-1
63,-1,392,159,43,74,0.89,7,-1,-1
63,-1,309,91,12,15,0.84,2,-1,-1
64,-1,390,156,41,70,0.90,7,-1,-1
64,-1,308,94,12,14,0.83,2,-1,-1
65,-1,388,152,39,68,0.90,7,-1,-1
65,-1,308,94,12,14,0.82,2,-1,-1
66,-1,386,149,39,66,0.89,7,-1,-1
66,-1,307,96,13,15,0.83,2,-1,-1
67,-1,384,146,37,62,0.88,7,-1,-1
67,-1,306,98,14,15,0.84,2,-1,-1
